marital,age,happy,income,health
separated,26.0,pretty happy,"$25,000 or more",fair
widowed,70.0,pretty happy,"$10,000 to $14,999",good
never married,27.0,pretty happy,,good
widowed,80.0,not too happy,"$10,000 to $14,999",fair
married,66.0,very happy,"$25,000 or more",good
married,72.0,very happy,"$25,000 or more",good
divorced,,pretty happy,"$25,000 or more",excellent
never married,29.0,very happy,"$25,000 or more",good
never married,39.0,pretty happy,"$25,000 or more",excellent
widowed,34.0,pretty happy,"$25,000 or more",excellent
divorced,39.0,pretty happy,,poor
never married,27.0,pretty happy,"$25,000 or more",good
never married,50.0,pretty happy,"$25,000 or more",fair
never married,25.0,pretty happy,"$25,000 or more",good
never married,43.0,pretty happy,"$25,000 or more",fair
never married,29.0,not too happy,"$25,000 or more",good
never married,39.0,not too happy,"$25,000 or more",good
married,29.0,very happy,"$25,000 or more",good
never married,32.0,pretty happy,"$25,000 or more",fair
never married,51.0,not too happy,"$20,000 to $24,999",poor
married,39.0,pretty happy,"$25,000 or more",poor
widowed,55.0,pretty happy,"$25,000 or more",good
never married,32.0,pretty happy,"$25,000 or more",fair
never married,,pretty happy,,good
never married,,pretty happy,"$25,000 or more",good
never married,41.0,pretty happy,"$8,000 to $9,999",good
never married,34.0,pretty happy,"$25,000 or more",good
divorced,,pretty happy,"$20,000 to $24,999",good
divorced,48.0,not too happy,"$25,000 or more",good
never married,20.0,not too happy,"$15,000 to $19,999",poor
married,57.0,pretty happy,"$25,000 or more",good
never married,28.0,not too happy,"$25,000 or more",good
never married,,pretty happy,"$25,000 or more",fair
married,31.0,pretty happy,"$25,000 or more",fair
divorced,81.0,not too happy,"$25,000 or more",good
divorced,53.0,pretty happy,"$25,000 or more",excellent
never married,40.0,not too happy,"$25,000 or more",good
divorced,26.0,very happy,"$25,000 or more",excellent
married,,very happy,"$25,000 or more",good
married,35.0,pretty happy,"$25,000 or more",good
never married,50.0,pretty happy,"$25,000 or more",fair
never married,21.0,pretty happy,"$25,000 or more",good
married,38.0,pretty happy,"$25,000 or more",excellent
divorced,73.0,not too happy,"$25,000 or more",fair
divorced,56.0,very happy,"$25,000 or more",poor
married,38.0,pretty happy,"$25,000 or more",good
married,48.0,pretty happy,"$25,000 or more",good
married,49.0,very happy,"$25,000 or more",good
married,70.0,very happy,"$25,000 or more",good
married,32.0,pretty happy,"$25,000 or more",good
divorced,60.0,not too happy,"$25,000 or more",good
never married,66.0,not too happy,,good
married,37.0,pretty happy,"$25,000 or more",good
never married,73.0,pretty happy,"$25,000 or more",good
separated,32.0,very happy,,good
married,31.0,very happy,"$25,000 or more",excellent
married,53.0,pretty happy,"$25,000 or more",good
married,70.0,pretty happy,"$25,000 or more",good
married,42.0,pretty happy,"$25,000 or more",excellent
married,54.0,not too happy,"$25,000 or more",excellent
widowed,,pretty happy,,good
married,59.0,very happy,"$25,000 or more",excellent
married,34.0,very happy,"$25,000 or more",good
never married,18.0,pretty happy,"$25,000 or more",excellent
never married,26.0,pretty happy,"$25,000 or more",good
never married,22.0,pretty happy,"$25,000 or more",good
never married,60.0,pretty happy,"$6,000 to $6,999",good
never married,,pretty happy,,excellent
never married,,pretty happy,,fair
never married,,not too happy,,good
widowed,69.0,pretty happy,"$25,000 or more",good
married,66.0,pretty happy,"$25,000 or more",good
married,,not too happy,,poor
divorced,89.0,pretty happy,"$25,000 or more",fair
divorced,62.0,pretty happy,"$25,000 or more",good
never married,21.0,pretty happy,"$4,000 to $4,999",excellent
never married,21.0,very happy,"$25,000 or more",excellent
married,,very happy,,excellent
never married,26.0,not too happy,"$25,000 or more",fair
married,49.0,pretty happy,"$25,000 or more",good
married,22.0,pretty happy,"$25,000 or more",good
never married,35.0,pretty happy,"$25,000 or more",good
married,,very happy,"$25,000 or more",excellent
divorced,51.0,pretty happy,"$25,000 or more",excellent
never married,19.0,pretty happy,"$25,000 or more",excellent
divorced,37.0,pretty happy,"$25,000 or more",good
never married,23.0,pretty happy,"$25,000 or more",excellent
divorced,72.0,pretty happy,"$25,000 or more",good
never married,28.0,pretty happy,,good
married,55.0,pretty happy,"$25,000 or more",good
never married,27.0,pretty happy,"$25,000 or more",good
divorced,57.0,pretty happy,"$25,000 or more",good
married,49.0,very happy,"$25,000 or more",excellent
widowed,72.0,not too happy,,fair
married,75.0,pretty happy,"$25,000 or more",fair
married,52.0,pretty happy,"$25,000 or more",fair
married,35.0,pretty happy,"$25,000 or more",good
divorced,51.0,pretty happy,"$25,000 or more",good
married,31.0,very happy,,excellent
married,57.0,pretty happy,"$25,000 or more",good
never married,29.0,very happy,"$25,000 or more",excellent
never married,26.0,not too happy,"$20,000 to $24,999",good
separated,,pretty happy,"$25,000 or more",good
never married,21.0,pretty happy,"$25,000 or more",excellent
never married,65.0,pretty happy,"$10,000 to $14,999",fair
divorced,76.0,not too happy,"$8,000 to $9,999",good
never married,33.0,pretty happy,"$25,000 or more",good
separated,,,,excellent
married,30.0,pretty happy,"$25,000 or more",fair
married,45.0,pretty happy,"$25,000 or more",poor
married,71.0,pretty happy,"$25,000 or more",good
married,66.0,pretty happy,"$20,000 to $24,999",good
married,67.0,not too happy,"$25,000 or more",fair
married,42.0,pretty happy,"$25,000 or more",good
married,73.0,very happy,"$25,000 or more",fair
never married,44.0,pretty happy,"$25,000 or more",good
married,63.0,pretty happy,"$25,000 or more",fair
married,51.0,very happy,"$25,000 or more",good
married,34.0,pretty happy,"$1,000 to $2,999",good
divorced,67.0,not too happy,"$25,000 or more",poor
never married,26.0,pretty happy,"$10,000 to $14,999",fair
never married,30.0,pretty happy,"$25,000 or more",good
never married,38.0,not too happy,"$25,000 or more",good
never married,62.0,not too happy,"$10,000 to $14,999",fair
never married,30.0,pretty happy,"$25,000 or more",good
married,46.0,pretty happy,"$25,000 or more",good
married,45.0,pretty happy,"$25,000 or more",good
divorced,42.0,pretty happy,"$25,000 or more",good
never married,,pretty happy,,excellent
married,55.0,very happy,"$25,000 or more",excellent
never married,22.0,not too happy,"$25,000 or more",fair
married,31.0,very happy,"$25,000 or more",good
married,36.0,pretty happy,"$25,000 or more",good
married,,very happy,"$25,000 or more",excellent
married,51.0,very happy,"$25,000 or more",excellent
never married,32.0,very happy,,good
divorced,50.0,pretty happy,"$25,000 or more",good
married,41.0,pretty happy,"$25,000 or more",good
never married,49.0,pretty happy,"$25,000 or more",good
married,47.0,pretty happy,"$25,000 or more",fair
never married,40.0,pretty happy,"$25,000 or more",good
married,34.0,pretty happy,"$20,000 to $24,999",fair
married,56.0,very happy,"$25,000 or more",excellent
married,54.0,pretty happy,"$25,000 or more",fair
never married,34.0,not too happy,,good
widowed,70.0,not too happy,"$15,000 to $19,999",good
divorced,76.0,not too happy,"$25,000 or more",excellent
never married,,not too happy,"$25,000 or more",good
married,51.0,very happy,"$25,000 or more",fair
divorced,59.0,pretty happy,"$25,000 or more",good
divorced,55.0,not too happy,"$25,000 or more",good
divorced,76.0,very happy,"$25,000 or more",excellent
married,77.0,not too happy,"$25,000 or more",good
married,41.0,pretty happy,,good
divorced,47.0,not too happy,"$10,000 to $14,999",good
widowed,63.0,not too happy,"$25,000 or more",good
widowed,80.0,pretty happy,"$15,000 to $19,999",good
married,35.0,not too happy,"$25,000 or more",good
married,37.0,very happy,"$25,000 or more",excellent
never married,22.0,pretty happy,"$25,000 or more",good
divorced,60.0,pretty happy,,fair
divorced,37.0,not too happy,,good
married,32.0,pretty happy,"$25,000 or more",good
divorced,57.0,not too happy,"$15,000 to $19,999",excellent
never married,36.0,not too happy,"$25,000 or more",good
never married,28.0,very happy,"$25,000 or more",good
divorced,66.0,not too happy,"$15,000 to $19,999",fair
divorced,48.0,very happy,"$10,000 to $14,999",good
separated,23.0,not too happy,"$25,000 or more",good
married,36.0,pretty happy,"$25,000 or more",excellent
married,77.0,very happy,"$25,000 or more",good
separated,67.0,pretty happy,"$20,000 to $24,999",good
married,28.0,pretty happy,"$25,000 or more",fair
never married,21.0,very happy,"$25,000 or more",fair
married,79.0,very happy,"$25,000 or more",fair
never married,35.0,not too happy,"$25,000 or more",good
married,23.0,pretty happy,"$25,000 or more",excellent
never married,64.0,pretty happy,"$25,000 or more",good
widowed,74.0,not too happy,"$25,000 or more",good
divorced,65.0,not too happy,"$20,000 to $24,999",fair
divorced,60.0,very happy,"$25,000 or more",good
married,78.0,pretty happy,"$25,000 or more",good
never married,50.0,very happy,"$10,000 to $14,999",fair
never married,30.0,pretty happy,"$25,000 or more",excellent
never married,34.0,pretty happy,"$10,000 to $14,999",poor
never married,42.0,not too happy,"$25,000 or more",excellent
never married,43.0,very happy,"$15,000 to $19,999",excellent
never married,32.0,pretty happy,"$25,000 or more",fair
divorced,56.0,pretty happy,,good
never married,24.0,pretty happy,"$25,000 or more",good
never married,39.0,not too happy,"$1,000 to $2,999",excellent
never married,40.0,pretty happy,,good
married,60.0,pretty happy,"$15,000 to $19,999",fair
never married,31.0,pretty happy,"$3,000 to $3,999",good
never married,54.0,pretty happy,"$25,000 or more",fair
married,29.0,pretty happy,"$25,000 or more",good
married,81.0,pretty happy,"$25,000 or more",fair
married,59.0,pretty happy,"$25,000 or more",good
never married,37.0,not too happy,"$25,000 or more",good
never married,30.0,not too happy,"$8,000 to $9,999",good
married,72.0,not too happy,"$25,000 or more",excellent
married,65.0,not too happy,"$20,000 to $24,999",good
married,42.0,pretty happy,"$25,000 or more",excellent
divorced,48.0,pretty happy,"$25,000 or more",good
widowed,72.0,very happy,"$25,000 or more",excellent
married,,very happy,,excellent
never married,55.0,pretty happy,"$10,000 to $14,999",good
divorced,36.0,not too happy,"$25,000 or more",fair
never married,,pretty happy,"$20,000 to $24,999",good
divorced,58.0,pretty happy,"$25,000 or more",good
widowed,64.0,pretty happy,"$15,000 to $19,999",fair
never married,50.0,very happy,"$6,000 to $6,999",fair
separated,66.0,not too happy,"$20,000 to $24,999",fair
separated,35.0,pretty happy,"$25,000 or more",fair
married,64.0,pretty happy,"$25,000 or more",excellent
married,54.0,pretty happy,"$25,000 or more",good
married,34.0,very happy,"$20,000 to $24,999",fair
married,51.0,very happy,"$25,000 or more",good
married,34.0,very happy,"$25,000 or more",good
married,24.0,very happy,"$25,000 or more",good
married,66.0,very happy,"$25,000 or more",fair
married,44.0,very happy,"$25,000 or more",fair
widowed,62.0,not too happy,"$25,000 or more",good
married,40.0,not too happy,,fair
married,55.0,very happy,,good
married,43.0,pretty happy,"$25,000 or more",good
divorced,54.0,not too happy,"$25,000 or more",good
married,67.0,very happy,"$25,000 or more",excellent
married,59.0,not too happy,"$25,000 or more",fair
divorced,55.0,pretty happy,"$25,000 or more",excellent
never married,44.0,not too happy,"$10,000 to $14,999",fair
divorced,45.0,pretty happy,"$25,000 or more",excellent
married,,pretty happy,"$25,000 or more",good
married,,very happy,"$25,000 or more",excellent
never married,33.0,pretty happy,"$25,000 or more",good
separated,65.0,pretty happy,"$25,000 or more",excellent
married,45.0,not too happy,"$25,000 or more",fair
married,38.0,very happy,"$25,000 or more",good
married,32.0,very happy,"$25,000 or more",excellent
divorced,,pretty happy,,good
never married,23.0,pretty happy,,excellent
never married,24.0,pretty happy,"$25,000 or more",good
married,77.0,pretty happy,"$25,000 or more",excellent
divorced,54.0,not too happy,"$25,000 or more",good
never married,28.0,not too happy,"$25,000 or more",fair
widowed,69.0,pretty happy,"$10,000 to $14,999",poor
married,71.0,not too happy,"$25,000 or more",good
widowed,56.0,not too happy,"under $1,000",fair
never married,28.0,pretty happy,"$25,000 or more",fair
divorced,46.0,not too happy,"$25,000 or more",good
never married,45.0,not too happy,"$25,000 or more",good
never married,43.0,not too happy,"$25,000 or more",excellent
never married,43.0,pretty happy,"$25,000 or more",good
married,67.0,pretty happy,"$25,000 or more",good
divorced,74.0,not too happy,"$25,000 or more",good
married,85.0,very happy,"$25,000 or more",fair
divorced,45.0,not too happy,,poor
married,50.0,pretty happy,"$25,000 or more",good
never married,28.0,very happy,,good
married,72.0,pretty happy,"$25,000 or more",good
married,70.0,pretty happy,"$25,000 or more",good
married,69.0,pretty happy,"$25,000 or more",good
divorced,69.0,not too happy,"$25,000 or more",good
never married,30.0,pretty happy,,good
divorced,76.0,not too happy,"$25,000 or more",good
married,89.0,pretty happy,,fair
married,66.0,very happy,"$25,000 or more",excellent
never married,24.0,pretty happy,"$25,000 or more",excellent
never married,30.0,pretty happy,"$25,000 or more",fair
married,26.0,not too happy,"$25,000 or more",good
never married,60.0,not too happy,,excellent
married,69.0,pretty happy,"$25,000 or more",excellent
never married,19.0,not too happy,,excellent
never married,58.0,very happy,"$25,000 or more",good
married,26.0,very happy,"$10,000 to $14,999",good
widowed,83.0,pretty happy,"$10,000 to $14,999",good
divorced,62.0,not too happy,"$25,000 or more",fair
never married,47.0,very happy,"$25,000 or more",good
never married,22.0,pretty happy,,good
never married,20.0,,"under $1,000",fair
never married,20.0,pretty happy,"$20,000 to $24,999",good
never married,31.0,not too happy,"$15,000 to $19,999",good
never married,21.0,pretty happy,"$10,000 to $14,999",good
never married,21.0,pretty happy,"$25,000 or more",excellent
never married,30.0,not too happy,,poor
married,69.0,pretty happy,"$25,000 or more",good
widowed,68.0,pretty happy,"$25,000 or more",good
married,70.0,not too happy,"$25,000 or more",fair
married,35.0,pretty happy,"$25,000 or more",fair
married,39.0,pretty happy,"$25,000 or more",fair
divorced,,pretty happy,"$25,000 or more",good
never married,24.0,pretty happy,"$25,000 or more",excellent
never married,28.0,very happy,"$15,000 to $19,999",good
married,32.0,pretty happy,"$6,000 to $6,999",fair
never married,32.0,very happy,"$15,000 to $19,999",excellent
never married,89.0,pretty happy,"$10,000 to $14,999",fair
divorced,75.0,not too happy,"$25,000 or more",good
never married,27.0,not too happy,"$25,000 or more",good
married,,very happy,,excellent
never married,22.0,pretty happy,"$20,000 to $24,999",good
never married,,pretty happy,,excellent
married,70.0,pretty happy,"$25,000 or more",good
married,,pretty happy,"$25,000 or more",fair
married,71.0,pretty happy,"$25,000 or more",good
married,,pretty happy,"$25,000 or more",fair
married,64.0,pretty happy,"$25,000 or more",good
married,66.0,very happy,,excellent
never married,29.0,very happy,"$25,000 or more",good
married,34.0,pretty happy,"$25,000 or more",good
widowed,,pretty happy,,fair
never married,20.0,not too happy,"$25,000 or more",fair
widowed,86.0,not too happy,"$25,000 or more",fair
married,59.0,pretty happy,"$25,000 or more",good
divorced,70.0,pretty happy,"$20,000 to $24,999",fair
married,,very happy,"$25,000 or more",good
married,57.0,pretty happy,"$25,000 or more",excellent
married,73.0,not too happy,,fair
married,72.0,not too happy,"$10,000 to $14,999",poor
divorced,48.0,pretty happy,"$25,000 or more",good
divorced,62.0,pretty happy,"$25,000 or more",good
married,,pretty happy,,fair
married,33.0,pretty happy,"$25,000 or more",excellent
widowed,68.0,pretty happy,"$10,000 to $14,999",good
married,30.0,pretty happy,"$25,000 or more",excellent
never married,41.0,not too happy,"$25,000 or more",fair
never married,18.0,not too happy,"under $1,000",fair
divorced,39.0,pretty happy,"$25,000 or more",fair
divorced,53.0,very happy,"$25,000 or more",good
married,60.0,pretty happy,"$25,000 or more",excellent
married,78.0,pretty happy,"$25,000 or more",fair
widowed,69.0,pretty happy,"$25,000 or more",poor
married,,not too happy,"$25,000 or more",good
married,29.0,very happy,"$10,000 to $14,999",good
never married,62.0,not too happy,"$20,000 to $24,999",poor
married,31.0,very happy,"$25,000 or more",good
married,27.0,pretty happy,"$25,000 or more",excellent
separated,46.0,pretty happy,"$25,000 or more",good
married,28.0,pretty happy,"$25,000 or more",good
never married,69.0,pretty happy,"$15,000 to $19,999",good
never married,47.0,very happy,"$25,000 or more",excellent
never married,24.0,very happy,"$25,000 or more",good
never married,65.0,pretty happy,"$25,000 or more",fair
divorced,70.0,very happy,"$25,000 or more",good
never married,55.0,pretty happy,"$10,000 to $14,999",poor
never married,24.0,not too happy,"$25,000 or more",fair
married,35.0,pretty happy,"$25,000 or more",good
married,,pretty happy,,good
never married,30.0,pretty happy,"$25,000 or more",fair
never married,61.0,pretty happy,"$25,000 or more",good
married,60.0,not too happy,"$25,000 or more",fair
never married,51.0,pretty happy,"$25,000 or more",excellent
never married,18.0,not too happy,"$20,000 to $24,999",good
married,60.0,pretty happy,"$25,000 or more",good
divorced,61.0,very happy,"$25,000 or more",good
never married,59.0,pretty happy,"$25,000 or more",good
married,52.0,pretty happy,"$25,000 or more",fair
separated,44.0,not too happy,"$25,000 or more",good
never married,22.0,pretty happy,,excellent
married,39.0,very happy,"$25,000 or more",good
married,54.0,very happy,,good
married,36.0,pretty happy,"$25,000 or more",good
widowed,77.0,pretty happy,"$25,000 or more",good
married,45.0,pretty happy,"$25,000 or more",good
married,34.0,not too happy,"$25,000 or more",good
married,74.0,pretty happy,"$25,000 or more",fair
married,38.0,very happy,"$25,000 or more",excellent
married,73.0,not too happy,"$25,000 or more",fair
married,54.0,pretty happy,"$25,000 or more",excellent
never married,25.0,pretty happy,"$25,000 or more",fair
divorced,55.0,pretty happy,"$25,000 or more",good
married,81.0,pretty happy,"$25,000 or more",good
married,32.0,pretty happy,"$25,000 or more",good
never married,19.0,pretty happy,,good
married,42.0,very happy,"$25,000 or more",good
married,75.0,very happy,,excellent
married,43.0,pretty happy,"$25,000 or more",good
divorced,55.0,pretty happy,"$25,000 or more",good
married,39.0,very happy,"$25,000 or more",good
married,39.0,pretty happy,"$25,000 or more",good
divorced,81.0,pretty happy,"$25,000 or more",fair
never married,22.0,pretty happy,"$25,000 or more",good
never married,20.0,pretty happy,,excellent
never married,34.0,not too happy,"$25,000 or more",fair
never married,24.0,pretty happy,"$5,000 to $5,999",good
never married,25.0,pretty happy,"$25,000 or more",excellent
married,26.0,pretty happy,"$25,000 or more",excellent
never married,26.0,pretty happy,"$25,000 or more",fair
never married,61.0,pretty happy,"$25,000 or more",good
married,29.0,very happy,"$25,000 or more",good
divorced,74.0,pretty happy,"under $1,000",good
never married,31.0,not too happy,"$25,000 or more",fair
never married,21.0,not too happy,"$10,000 to $14,999",fair
never married,22.0,not too happy,"$10,000 to $14,999",fair
married,32.0,pretty happy,,good
widowed,69.0,not too happy,"$20,000 to $24,999",fair
married,79.0,pretty happy,"$25,000 or more",excellent
married,46.0,pretty happy,"$25,000 or more",good
married,53.0,pretty happy,"$25,000 or more",excellent
married,62.0,,"$25,000 or more",fair
married,39.0,not too happy,"under $1,000",poor
married,67.0,pretty happy,"$25,000 or more",excellent
married,38.0,pretty happy,"$25,000 or more",good
married,50.0,pretty happy,"$25,000 or more",good
married,46.0,very happy,,excellent
never married,47.0,pretty happy,"$25,000 or more",excellent
married,75.0,very happy,"$25,000 or more",excellent
never married,19.0,pretty happy,,good
married,55.0,very happy,"$25,000 or more",good
married,32.0,pretty happy,"$25,000 or more",good
married,25.0,very happy,"$15,000 to $19,999",good
divorced,29.0,pretty happy,"$25,000 or more",excellent
married,55.0,not too happy,"$25,000 or more",fair
married,60.0,pretty happy,"$25,000 or more",fair
married,44.0,pretty happy,"$25,000 or more",excellent
never married,33.0,not too happy,"$10,000 to $14,999",good
divorced,61.0,pretty happy,"$25,000 or more",good
divorced,42.0,pretty happy,"$25,000 or more",good
married,57.0,very happy,"$25,000 or more",poor
never married,20.0,not too happy,"$25,000 or more",good
divorced,35.0,very happy,"$25,000 or more",excellent
married,41.0,pretty happy,"$25,000 or more",good
married,,pretty happy,"$25,000 or more",good
married,24.0,pretty happy,"$25,000 or more",good
divorced,42.0,pretty happy,"$25,000 or more",good
never married,24.0,pretty happy,"$25,000 or more",good
widowed,71.0,pretty happy,"$25,000 or more",fair
never married,45.0,pretty happy,"$25,000 or more",good
never married,23.0,very happy,"$25,000 or more",excellent
never married,37.0,very happy,"$25,000 or more",excellent
divorced,78.0,not too happy,,fair
married,73.0,not too happy,"$25,000 or more",good
never married,24.0,very happy,"$25,000 or more",good
divorced,45.0,very happy,"$25,000 or more",excellent
married,37.0,very happy,"$25,000 or more",good
married,39.0,pretty happy,"$25,000 or more",fair
married,27.0,pretty happy,"$25,000 or more",good
never married,,pretty happy,,good
divorced,34.0,pretty happy,"$25,000 or more",good
married,65.0,not too happy,"$25,000 or more",good
never married,28.0,not too happy,"$25,000 or more",excellent
never married,26.0,pretty happy,"$25,000 or more",good
divorced,,very happy,"$25,000 or more",excellent
married,28.0,pretty happy,"$25,000 or more",good
married,68.0,very happy,"$25,000 or more",excellent
divorced,70.0,not too happy,"$10,000 to $14,999",fair
married,66.0,pretty happy,"$25,000 or more",fair
divorced,45.0,pretty happy,"$25,000 or more",excellent
divorced,62.0,pretty happy,"$25,000 or more",good
separated,55.0,pretty happy,"$15,000 to $19,999",excellent
never married,49.0,not too happy,"$15,000 to $19,999",fair
divorced,63.0,pretty happy,"$25,000 or more",good
never married,30.0,not too happy,,fair
divorced,40.0,not too happy,"$20,000 to $24,999",fair
never married,30.0,pretty happy,"$25,000 or more",fair
separated,38.0,pretty happy,"$15,000 to $19,999",
never married,32.0,pretty happy,"$25,000 or more",fair
never married,24.0,pretty happy,"$25,000 or more",fair
never married,21.0,very happy,,fair
married,45.0,very happy,"$25,000 or more",good
divorced,66.0,pretty happy,"$15,000 to $19,999",good
never married,53.0,pretty happy,"$25,000 or more",poor
never married,49.0,not too happy,"$10,000 to $14,999",poor
widowed,72.0,pretty happy,"$7,000 to $7,999",fair
married,51.0,pretty happy,"$25,000 or more",good
never married,35.0,pretty happy,"$25,000 or more",good
married,65.0,pretty happy,"$25,000 or more",poor
divorced,,pretty happy,,good
married,53.0,pretty happy,"$25,000 or more",good
never married,31.0,not too happy,"$10,000 to $14,999",good
divorced,66.0,not too happy,"$15,000 to $19,999",good
married,57.0,not too happy,"$25,000 or more",fair
never married,29.0,not too happy,"$25,000 or more",poor
married,36.0,pretty happy,"$25,000 or more",good
never married,31.0,not too happy,"$10,000 to $14,999",good
never married,26.0,not too happy,"$25,000 or more",good
never married,36.0,very happy,"$25,000 or more",fair
married,75.0,pretty happy,"$20,000 to $24,999",fair
never married,20.0,pretty happy,"$5,000 to $5,999",good
divorced,40.0,not too happy,"$25,000 or more",excellent
divorced,71.0,not too happy,"$20,000 to $24,999",poor
married,62.0,not too happy,"$25,000 or more",good
never married,32.0,not too happy,"$25,000 or more",good
divorced,53.0,very happy,"$25,000 or more",fair
divorced,59.0,very happy,"$25,000 or more",excellent
never married,55.0,pretty happy,"$10,000 to $14,999",fair
never married,51.0,pretty happy,,fair
married,61.0,pretty happy,"$25,000 or more",fair
married,32.0,pretty happy,"$25,000 or more",good
never married,22.0,very happy,"$20,000 to $24,999",excellent
divorced,30.0,not too happy,"$8,000 to $9,999",good
never married,52.0,not too happy,"$25,000 or more",good
never married,27.0,pretty happy,"$25,000 or more",excellent
divorced,77.0,not too happy,"$25,000 or more",fair
never married,39.0,not too happy,"$20,000 to $24,999",fair
never married,28.0,not too happy,"$25,000 or more",excellent
never married,34.0,not too happy,"$25,000 or more",fair
married,76.0,very happy,"$25,000 or more",excellent
married,,pretty happy,"$25,000 or more",good
never married,35.0,very happy,"$25,000 or more",excellent
divorced,63.0,not too happy,"$25,000 or more",fair
never married,22.0,very happy,"$10,000 to $14,999",fair
divorced,55.0,pretty happy,"$25,000 or more",fair
divorced,48.0,pretty happy,"$25,000 or more",good
never married,58.0,pretty happy,"$25,000 or more",fair
never married,27.0,not too happy,"$10,000 to $14,999",poor
widowed,67.0,not too happy,"$25,000 or more",good
never married,72.0,pretty happy,"$25,000 or more",excellent
divorced,70.0,not too happy,"$25,000 or more",good
married,35.0,very happy,"$25,000 or more",good
married,70.0,very happy,,excellent
married,45.0,pretty happy,"$25,000 or more",good
never married,31.0,pretty happy,"$7,000 to $7,999",fair
divorced,71.0,not too happy,"$15,000 to $19,999",fair
married,43.0,pretty happy,"$25,000 or more",good
never married,36.0,not too happy,,fair
married,51.0,pretty happy,"$25,000 or more",excellent
married,30.0,pretty happy,"$25,000 or more",excellent
separated,54.0,pretty happy,"$25,000 or more",fair
married,40.0,pretty happy,"$25,000 or more",good
never married,59.0,pretty happy,"$25,000 or more",good
married,47.0,pretty happy,"$25,000 or more",good
divorced,88.0,pretty happy,"$25,000 or more",excellent
separated,61.0,pretty happy,"$10,000 to $14,999",fair
divorced,46.0,pretty happy,"$25,000 or more",excellent
widowed,78.0,pretty happy,,good
married,55.0,pretty happy,"$25,000 or more",excellent
never married,28.0,pretty happy,"$25,000 or more",good
never married,56.0,not too happy,"$10,000 to $14,999",poor
divorced,64.0,pretty happy,"$25,000 or more",poor
never married,30.0,not too happy,"$3,000 to $3,999",good
never married,63.0,pretty happy,,fair
divorced,64.0,pretty happy,"$25,000 or more",good
never married,,pretty happy,"$10,000 to $14,999",good
never married,29.0,pretty happy,"$25,000 or more",good
never married,41.0,pretty happy,"$25,000 or more",fair
married,40.0,not too happy,"$25,000 or more",fair
never married,29.0,pretty happy,"$20,000 to $24,999",good
never married,60.0,not too happy,"$25,000 or more",good
never married,40.0,pretty happy,"$25,000 or more",good
never married,19.0,pretty happy,,excellent
divorced,76.0,very happy,"$25,000 or more",excellent
never married,28.0,pretty happy,"$25,000 or more",good
never married,26.0,not too happy,,fair
divorced,65.0,pretty happy,"$25,000 or more",good
never married,66.0,pretty happy,"$25,000 or more",fair
widowed,82.0,pretty happy,"$25,000 or more",excellent
married,63.0,very happy,"$25,000 or more",excellent
married,52.0,not too happy,"$25,000 or more",fair
married,49.0,very happy,"$25,000 or more",good
never married,38.0,pretty happy,"$10,000 to $14,999",fair
married,67.0,very happy,"$25,000 or more",good
never married,63.0,very happy,"$25,000 or more",good
never married,55.0,pretty happy,"$10,000 to $14,999",good
,70.0,not too happy,"$10,000 to $14,999",poor
never married,22.0,pretty happy,,excellent
never married,70.0,not too happy,"$15,000 to $19,999",fair
never married,20.0,pretty happy,,fair
never married,22.0,pretty happy,,good
divorced,44.0,not too happy,"$25,000 or more",good
married,32.0,very happy,"$25,000 or more",good
married,59.0,very happy,"$25,000 or more",good
widowed,74.0,not too happy,"$20,000 to $24,999",good
divorced,,very happy,"$10,000 to $14,999",good
divorced,67.0,pretty happy,"$10,000 to $14,999",poor
never married,61.0,pretty happy,"$20,000 to $24,999",fair
married,74.0,pretty happy,"$25,000 or more",fair
separated,,very happy,"$25,000 or more",good
widowed,79.0,not too happy,,excellent
married,33.0,very happy,"$25,000 or more",good
divorced,,pretty happy,"$25,000 or more",good
never married,31.0,not too happy,"$25,000 or more",poor
divorced,58.0,very happy,"$25,000 or more",good
married,40.0,not too happy,"$15,000 to $19,999",excellent
never married,36.0,pretty happy,"$25,000 or more",fair
married,49.0,pretty happy,"$25,000 or more",good
separated,46.0,pretty happy,"$25,000 or more",good
married,51.0,pretty happy,"$25,000 or more",fair
never married,19.0,very happy,"$25,000 or more",excellent
married,37.0,pretty happy,"$25,000 or more",good
married,60.0,very happy,,good
married,49.0,very happy,"$25,000 or more",good
married,55.0,very happy,"$25,000 or more",good
married,60.0,pretty happy,"$25,000 or more",fair
married,,pretty happy,"$25,000 or more",fair
widowed,56.0,pretty happy,"$25,000 or more",good
never married,,,"$3,000 to $3,999",excellent
married,37.0,pretty happy,"$25,000 or more",good
divorced,83.0,pretty happy,"$25,000 or more",excellent
married,63.0,pretty happy,"$25,000 or more",fair
separated,,pretty happy,"$25,000 or more",excellent
never married,26.0,not too happy,"$25,000 or more",fair
married,29.0,pretty happy,"$25,000 or more",good
married,24.0,very happy,"$25,000 or more",excellent
married,65.0,very happy,"$25,000 or more",good
never married,44.0,pretty happy,"$25,000 or more",fair
married,55.0,pretty happy,"$25,000 or more",good
never married,71.0,not too happy,"$10,000 to $14,999",excellent
married,64.0,pretty happy,"$25,000 or more",good
married,,pretty happy,,good
divorced,69.0,pretty happy,,good
divorced,70.0,pretty happy,"$25,000 or more",excellent
never married,,not too happy,"$25,000 or more",excellent
never married,25.0,pretty happy,"$25,000 or more",good
